session_id,start_time,end_time,duration_minutes,total_raw_rows,active_raw_rows,max_current_A,max_voltage_V
268,2025-07-03T15:46:31+00:00,2025-07-03T16:39:00+00:00,52.48,764,471,251.0,376.0
269,2025-07-07T11:00:36+00:00,2025-07-07T11:02:44+00:00,2.13,30,6,24.0,374.0
270,2025-07-08T06:24:02+00:00,2025-07-08T07:06:57+00:00,42.92,626,444,253.0,376.0
271,2025-07-08T10:12:56+00:00,2025-07-08T10:21:24+00:00,8.47,122,61,210.0,375.0
272,2025-07-08T11:07:06+00:00,2025-07-08T11:16:28+00:00,9.37,133,66,219.0,375.0
273,2025-07-08T15:29:02+00:00,2025-07-08T16:18:47+00:00,49.75,728,477,247.0,376.0
274,2025-07-09T05:37:20+00:00,2025-07-09T05:43:59+00:00,6.65,96,29,122.0,375.0
275,2025-07-09T06:10:17+00:00,2025-07-09T06:52:26+00:00,42.15,612,456,238.0,376.0
276,2025-07-09T10:01:22+00:00,2025-07-09T10:09:55+00:00,8.55,123,37,205.0,375.0
277,2025-07-09T10:44:50+00:00,2025-07-09T10:53:29+00:00,8.65,122,36,107.0,375.0
278,2025-07-09T15:06:02+00:00,2025-07-09T16:07:11+00:00,61.15,873,495,227.0,376.0
279,2025-07-10T06:06:56+00:00,2025-07-10T07:05:30+00:00,58.57,791,505,216.0,377.0
280,2025-07-10T10:07:19+00:00,2025-07-10T10:15:48+00:00,8.48,119,33,142.0,375.0
281,2025-07-10T10:53:10+00:00,2025-07-10T11:03:03+00:00,9.88,139,42,195.0,375.0
282,2025-07-10T15:14:04+00:00,2025-07-10T16:30:25+00:00,76.35,1039,512,173.0,376.0
283,2025-07-14T11:00:03+00:00,2025-07-14T11:38:32+00:00,38.48,561,472,247.0,411.0
284,2025-07-14T16:32:53+00:00,2025-07-14T17:12:12+00:00,39.32,572,433,252.0,411.0
285,2025-07-15T05:45:04+00:00,2025-07-15T06:56:08+00:00,71.07,1039,604,255.0,408.0
286,2025-07-15T10:19:06+00:00,2025-07-15T10:57:02+00:00,37.93,505,105,205.0,376.0
287,2025-07-15T17:29:57+00:00,2025-07-15T18:16:17+00:00,46.33,677,474,191.0,376.0
288,2025-07-16T06:11:30+00:00,2025-07-16T06:50:36+00:00,39.1,570,441,252.0,375.0
289,2025-07-16T13:39:20+00:00,2025-07-16T14:43:16+00:00,63.93,907,474,255.0,409.0
290,2025-07-17T11:56:52+00:00,2025-07-17T11:58:41+00:00,1.82,25,3,21.0,374.0
291,2025-07-17T12:44:02+00:00,2025-07-17T12:44:52+00:00,0.83,7,0,1.0,11.0
292,2025-07-17T14:16:56+00:00,2025-07-17T14:18:31+00:00,1.58,16,1,18.0,374.0
293,2025-07-18T06:05:36+00:00,2025-07-18T06:42:43+00:00,37.12,544,432,255.0,411.0
294,2025-07-18T09:56:32+00:00,2025-07-18T10:47:30+00:00,50.97,743,456,246.0,376.0
295,2025-07-21T05:58:48+00:00,2025-07-21T06:48:30+00:00,49.7,693,479,225.0,411.0
296,2025-07-21T10:06:24+00:00,2025-07-21T10:15:05+00:00,8.68,125,40,202.0,375.0
297,2025-07-21T10:55:25+00:00,2025-07-21T11:04:45+00:00,9.33,134,56,122.0,375.0
298,2025-07-21T14:27:45+00:00,2025-07-21T15:24:35+00:00,56.83,830,516,227.0,376.0
299,2025-07-22T07:40:54+00:00,2025-07-22T07:48:02+00:00,7.13,103,33,95.0,375.0
300,2025-07-23T06:20:42+00:00,2025-07-23T07:06:47+00:00,46.08,673,484,242.0,411.0
301,2025-07-23T09:39:13+00:00,2025-07-23T09:43:27+00:00,4.23,60,18,150.0,375.0
302,2025-07-23T09:49:57+00:00,2025-07-23T10:05:33+00:00,15.6,174,67,177.0,375.0
303,2025-07-23T10:41:48+00:00,2025-07-23T10:49:44+00:00,7.93,113,35,158.0,375.0
304,2025-07-23T15:07:25+00:00,2025-07-23T16:19:10+00:00,71.75,1047,608,254.0,376.0
305,2025-07-24T06:07:26+00:00,2025-07-24T07:06:29+00:00,59.05,860,519,241.0,411.0
306,2025-07-24T09:54:46+00:00,2025-07-24T10:02:45+00:00,7.98,115,67,133.0,375.0
307,2025-07-24T10:45:05+00:00,2025-07-24T10:52:31+00:00,7.43,107,47,150.0,375.0
308,2025-07-24T15:31:02+00:00,2025-07-24T16:30:11+00:00,59.15,864,532,253.0,376.0
309,2025-07-25T08:04:35+00:00,2025-07-25T08:45:22+00:00,40.78,595,483,255.0,387.0
310,2025-07-25T10:11:10+00:00,2025-07-25T10:20:21+00:00,9.18,133,41,176.0,375.0
311,2025-07-25T10:52:36+00:00,2025-07-25T11:02:08+00:00,9.53,137,37,169.0,375.0
312,2025-07-25T12:32:03+00:00,2025-07-25T12:34:55+00:00,2.87,40,3,31.0,374.0
313,2025-07-25T12:50:55+00:00,2025-07-25T12:54:53+00:00,3.97,55,0,0.0,5.0
314,2025-07-25T13:24:35+00:00,2025-07-25T15:01:36+00:00,97.02,1418,584,241.0,377.0
315,2025-07-25T15:11:36+00:00,2025-07-25T15:54:50+00:00,43.23,630,272,144.0,376.0
316,2025-07-28T06:12:47+00:00,2025-07-28T07:02:10+00:00,49.38,719,540,234.0,376.0
317,2025-07-28T09:54:19+00:00,2025-07-28T10:02:08+00:00,7.82,112,46,215.0,375.0
318,2025-07-28T10:31:07+00:00,2025-07-28T10:39:13+00:00,8.1,116,36,143.0,375.0
319,2025-07-28T14:51:22+00:00,2025-07-28T15:28:00+00:00,36.63,519,374,224.0,376.0
320,2025-07-28T15:34:36+00:00,2025-07-28T16:09:52+00:00,35.27,498,196,160.0,375.0
321,2025-07-29T06:00:02+00:00,2025-07-29T06:44:03+00:00,44.02,641,475,229.0,377.0
322,2025-07-29T10:07:34+00:00,2025-07-29T10:16:45+00:00,9.18,136,22,69.0,375.0
323,2025-07-29T10:47:10+00:00,2025-07-29T10:56:05+00:00,8.92,128,47,220.0,375.0
324,2025-07-29T13:06:45+00:00,2025-07-29T13:15:06+00:00,8.35,120,36,118.0,375.0
325,2025-07-29T13:34:11+00:00,2025-07-29T14:27:01+00:00,52.83,769,436,242.0,376.0
326,2025-07-30T06:05:39+00:00,2025-07-30T06:10:47+00:00,5.13,72,35,107.0,377.0
327,2025-07-30T06:18:53+00:00,2025-07-30T06:22:21+00:00,3.47,25,1,29.0,363.0
328,2025-07-30T15:38:48+00:00,2025-07-30T15:55:07+00:00,16.32,235,63,154.0,375.0
329,2025-07-30T16:06:15+00:00,2025-07-30T16:14:18+00:00,8.05,116,27,29.0,375.0
330,2025-07-31T06:06:51+00:00,2025-07-31T07:38:29+00:00,91.63,1282,804,190.0,376.0
331,2025-07-31T08:54:56+00:00,2025-07-31T09:02:56+00:00,8.0,115,39,111.0,375.0
332,2025-07-31T09:21:02+00:00,2025-07-31T09:28:15+00:00,7.22,103,39,179.0,375.0
333,2025-07-31T10:02:59+00:00,2025-07-31T10:11:34+00:00,8.58,124,34,103.0,375.0
334,2025-07-31T10:42:22+00:00,2025-07-31T10:51:57+00:00,9.58,137,55,112.0,375.0
335,2025-07-31T14:45:13+00:00,2025-07-31T15:42:14+00:00,57.02,833,507,253.0,376.0
336,2025-08-04T06:06:04+00:00,2025-08-04T06:52:28+00:00,46.4,678,516,227.0,376.0
337,2025-08-04T10:07:28+00:00,2025-08-04T10:15:37+00:00,8.15,116,32,201.0,375.0
338,2025-08-04T10:46:54+00:00,2025-08-04T10:54:56+00:00,8.03,114,37,142.0,375.0
339,2025-08-04T11:19:22+00:00,2025-08-04T11:30:39+00:00,11.28,161,34,208.0,375.0
340,2025-08-04T11:40:52+00:00,2025-08-04T11:50:03+00:00,9.18,91,40,187.0,375.0
341,2025-08-04T14:06:56+00:00,2025-08-04T14:54:37+00:00,47.68,696,465,255.0,376.0
342,2025-08-05T06:04:38+00:00,2025-08-05T06:11:38+00:00,7.0,100,28,61.0,375.0
343,2025-08-05T06:22:47+00:00,2025-08-05T07:00:03+00:00,37.27,543,438,222.0,376.0
344,2025-08-05T09:53:09+00:00,2025-08-05T10:01:21+00:00,8.2,119,56,207.0,375.0
345,2025-08-05T10:40:28+00:00,2025-08-05T10:48:08+00:00,7.67,108,63,218.0,375.0
346,2025-08-05T16:22:14+00:00,2025-08-05T17:13:23+00:00,51.15,696,507,252.0,376.0
347,2025-08-06T06:09:10+00:00,2025-08-06T07:12:46+00:00,63.6,859,537,229.0,376.0
348,2025-08-06T14:46:43+00:00,2025-08-06T15:35:16+00:00,48.55,709,494,244.0,376.0
349,2025-08-07T05:40:10+00:00,2025-08-07T05:48:51+00:00,8.68,124,42,80.0,374.0
350,2025-08-07T06:25:04+00:00,2025-08-07T07:04:18+00:00,39.23,571,463,254.0,411.0
351,2025-08-07T09:59:01+00:00,2025-08-07T10:03:49+00:00,4.8,68,28,197.0,375.0
352,2025-08-07T10:19:55+00:00,2025-08-07T10:25:22+00:00,5.45,75,23,102.0,375.0
353,2025-08-07T16:02:20+00:00,2025-08-07T16:45:33+00:00,43.22,631,478,243.0,376.0
354,2025-08-07T19:24:16+00:00,2025-08-07T19:31:02+00:00,6.77,97,19,91.0,375.0
355,2025-08-08T06:05:45+00:00,2025-08-08T06:56:40+00:00,50.92,679,466,252.0,376.0
356,2025-08-08T10:06:26+00:00,2025-08-08T10:14:29+00:00,8.05,116,35,219.0,376.0
357,2025-08-08T10:46:46+00:00,2025-08-08T10:53:13+00:00,6.45,90,21,115.0,375.0
358,2025-08-08T10:59:01+00:00,2025-08-08T11:04:32+00:00,5.52,77,29,162.0,375.0
359,2025-08-08T14:15:03+00:00,2025-08-08T15:01:20+00:00,46.28,675,485,250.0,376.0
360,2025-08-11T06:17:15+00:00,2025-08-11T07:04:24+00:00,47.15,688,484,229.0,376.0
361,2025-08-11T10:11:50+00:00,2025-08-11T10:21:37+00:00,9.78,140,36,203.0,376.0
362,2025-08-11T10:53:30+00:00,2025-08-11T11:02:10+00:00,8.67,123,37,135.0,375.0
363,2025-08-11T15:21:18+00:00,2025-08-11T16:28:27+00:00,67.15,931,587,250.0,376.0
364,2025-08-11T16:43:10+00:00,2025-08-11T16:52:59+00:00,9.82,129,10,24.0,376.0
365,2025-08-12T06:03:41+00:00,2025-08-12T06:56:44+00:00,53.05,747,556,255.0,376.0
366,2025-08-12T10:12:37+00:00,2025-08-12T10:21:16+00:00,8.65,124,59,126.0,376.0
367,2025-08-12T10:54:17+00:00,2025-08-12T11:02:37+00:00,8.33,117,56,180.0,376.0
368,2025-08-12T14:38:44+00:00,2025-08-12T15:45:11+00:00,66.45,949,634,247.0,412.0
369,2025-08-13T05:53:10+00:00,2025-08-13T06:40:39+00:00,47.48,693,548,248.0,412.0
370,2025-08-13T09:55:26+00:00,2025-08-13T10:04:22+00:00,8.93,130,45,118.0,375.0
371,2025-08-13T10:27:07+00:00,2025-08-13T10:35:20+00:00,8.22,118,41,117.0,376.0
372,2025-08-13T14:07:00+00:00,2025-08-13T14:47:54+00:00,40.9,595,472,252.0,412.0
373,2025-08-13T15:21:55+00:00,2025-08-13T15:35:39+00:00,13.73,200,75,115.0,376.0
374,2025-08-13T19:36:41+00:00,2025-08-13T19:54:14+00:00,17.55,255,57,56.0,376.0
375,2025-08-14T06:04:09+00:00,2025-08-14T06:53:54+00:00,49.75,725,570,251.0,412.0
376,2025-08-14T09:58:52+00:00,2025-08-14T10:09:27+00:00,10.58,131,55,158.0,375.0
377,2025-08-14T10:18:20+00:00,2025-08-14T10:26:12+00:00,7.87,112,53,154.0,376.0
378,2025-08-14T14:10:59+00:00,2025-08-14T14:13:16+00:00,2.28,31,0,0.0,5.0
379,2025-08-14T14:19:43+00:00,2025-08-14T14:53:24+00:00,33.68,490,373,239.0,377.0
380,2025-08-14T14:58:51+00:00,2025-08-14T15:21:45+00:00,22.9,329,166,165.0,377.0
381,2025-08-18T06:20:46+00:00,2025-08-18T07:05:31+00:00,44.75,653,455,247.0,376.0
382,2025-08-18T09:47:47+00:00,2025-08-18T09:56:27+00:00,8.67,125,35,177.0,375.0
383,2025-08-18T10:20:29+00:00,2025-08-18T10:31:46+00:00,11.28,146,37,208.0,375.0
384,2025-08-18T15:47:32+00:00,2025-08-18T16:48:46+00:00,61.23,892,663,252.0,376.0
385,2025-08-19T06:09:44+00:00,2025-08-19T06:16:25+00:00,6.68,96,24,136.0,375.0
386,2025-08-19T06:21:35+00:00,2025-08-19T07:11:06+00:00,49.52,720,493,247.0,378.0
387,2025-08-19T10:08:03+00:00,2025-08-19T10:12:49+00:00,4.77,68,26,117.0,375.0
388,2025-08-19T10:21:42+00:00,2025-08-19T10:27:40+00:00,5.97,66,22,122.0,375.0
389,2025-08-19T11:30:36+00:00,2025-08-19T11:52:48+00:00,22.2,322,145,249.0,376.0
390,2025-08-19T12:05:51+00:00,2025-08-19T12:28:57+00:00,23.1,335,150,188.0,376.0
391,2025-08-19T14:37:43+00:00,2025-08-19T15:54:23+00:00,76.67,1119,613,252.0,376.0
392,2025-08-20T06:12:32+00:00,2025-08-20T06:56:49+00:00,44.28,647,472,247.0,411.0
393,2025-08-20T10:41:10+00:00,2025-08-20T10:49:57+00:00,8.78,127,40,164.0,375.0
394,2025-08-20T11:16:03+00:00,2025-08-20T11:23:57+00:00,7.9,113,38,139.0,375.0
395,2025-08-20T14:24:35+00:00,2025-08-20T15:33:01+00:00,68.43,930,555,252.0,377.0
396,2025-08-21T06:09:47+00:00,2025-08-21T06:53:51+00:00,44.07,642,462,224.0,376.0
397,2025-08-21T10:10:32+00:00,2025-08-21T10:20:04+00:00,9.53,137,52,163.0,375.0
398,2025-08-21T11:00:51+00:00,2025-08-21T11:09:02+00:00,8.18,118,70,128.0,375.0
399,2025-08-21T13:47:23+00:00,2025-08-21T14:34:12+00:00,46.82,685,469,195.0,376.0
400,2025-08-25T06:20:38+00:00,2025-08-25T07:00:59+00:00,40.35,589,464,255.0,411.0
401,2025-08-25T10:05:25+00:00,2025-08-25T10:14:12+00:00,8.78,126,50,200.0,375.0
402,2025-08-25T10:38:45+00:00,2025-08-25T10:47:33+00:00,8.8,124,44,100.0,375.0
403,2025-08-25T14:31:59+00:00,2025-08-25T15:20:09+00:00,48.17,697,478,242.0,376.0
404,2025-08-26T06:09:21+00:00,2025-08-26T06:58:39+00:00,49.3,644,487,218.0,376.0
405,2025-08-26T10:02:23+00:00,2025-08-26T10:11:23+00:00,9.0,129,30,167.0,375.0
406,2025-08-26T10:38:16+00:00,2025-08-26T10:46:42+00:00,8.43,120,43,150.0,375.0
407,2025-08-26T14:07:23+00:00,2025-08-26T14:57:41+00:00,50.3,733,465,231.0,376.0
408,2025-08-27T06:15:15+00:00,2025-08-27T07:13:41+00:00,58.43,792,493,245.0,376.0
409,2025-08-27T10:07:24+00:00,2025-08-27T10:18:23+00:00,10.98,158,70,211.0,375.0
410,2025-08-27T11:03:28+00:00,2025-08-27T11:11:52+00:00,8.4,120,56,238.0,375.0
411,2025-08-27T14:00:01+00:00,2025-08-27T14:53:04+00:00,53.05,774,469,254.0,376.0
412,2025-08-28T06:18:28+00:00,2025-08-28T06:57:45+00:00,39.28,574,456,186.0,375.0
413,2025-08-28T10:56:45+00:00,2025-08-28T11:03:28+00:00,6.72,79,21,158.0,375.0
414,2025-08-28T11:29:06+00:00,2025-08-28T11:34:04+00:00,4.97,68,25,112.0,375.0
415,2025-08-28T12:36:34+00:00,2025-08-28T13:36:37+00:00,60.05,829,503,255.0,399.0
416,2025-09-01T06:22:39+00:00,2025-09-01T07:01:03+00:00,38.4,560,431,231.0,376.0
417,2025-09-01T09:52:46+00:00,2025-09-01T10:00:49+00:00,8.05,116,41,181.0,375.0
418,2025-09-01T10:29:42+00:00,2025-09-01T10:38:13+00:00,8.52,121,37,126.0,375.0
419,2025-09-01T14:22:54+00:00,2025-09-01T15:08:07+00:00,45.22,661,470,242.0,411.0
420,2025-09-02T06:10:04+00:00,2025-09-02T07:03:05+00:00,53.02,728,476,251.0,376.0
421,2025-09-02T10:15:39+00:00,2025-09-02T10:24:15+00:00,8.6,123,33,200.0,375.0
422,2025-09-02T10:46:40+00:00,2025-09-02T10:55:45+00:00,9.08,130,34,121.0,375.0
423,2025-09-02T15:35:05+00:00,2025-09-02T16:20:33+00:00,45.47,663,501,245.0,376.0
424,2025-09-03T06:09:16+00:00,2025-09-03T06:56:52+00:00,47.6,671,492,230.0,411.0
425,2025-09-03T10:38:14+00:00,2025-09-03T10:47:03+00:00,8.82,126,56,164.0,375.0
426,2025-09-03T11:18:23+00:00,2025-09-03T11:26:54+00:00,8.52,122,52,232.0,375.0
427,2025-09-03T15:54:58+00:00,2025-09-03T16:41:52+00:00,46.9,684,476,252.0,386.0
428,2025-09-04T06:13:34+00:00,2025-09-04T07:09:26+00:00,55.87,762,486,249.0,376.0
429,2025-09-04T10:01:05+00:00,2025-09-04T10:09:39+00:00,8.57,124,49,196.0,375.0
430,2025-09-04T10:31:42+00:00,2025-09-04T10:40:01+00:00,8.32,119,39,141.0,375.0
431,2025-09-04T13:35:45+00:00,2025-09-04T14:20:18+00:00,44.55,651,450,250.0,411.0
432,2025-09-08T06:23:51+00:00,2025-09-08T07:07:22+00:00,43.52,634,492,254.0,405.0
433,2025-09-08T10:01:41+00:00,2025-09-08T10:10:00+00:00,8.32,120,37,208.0,375.0
434,2025-09-08T10:29:29+00:00,2025-09-08T10:38:13+00:00,8.73,124,44,202.0,375.0
435,2025-09-08T10:48:33+00:00,2025-09-08T10:57:23+00:00,8.83,125,46,105.0,375.0
436,2025-09-08T11:17:09+00:00,2025-09-08T11:24:45+00:00,7.6,105,43,97.0,375.0
437,2025-09-08T15:19:34+00:00,2025-09-08T16:08:49+00:00,49.25,718,501,254.0,376.0
438,2025-09-09T06:13:14+00:00,2025-09-09T07:02:37+00:00,49.38,721,526,181.0,376.0
439,2025-09-09T10:33:11+00:00,2025-09-09T10:41:15+00:00,8.07,116,42,194.0,375.0
440,2025-09-09T11:03:18+00:00,2025-09-09T11:11:09+00:00,7.85,112,32,204.0,375.0
441,2025-09-09T15:03:45+00:00,2025-09-09T15:55:54+00:00,52.15,760,552,240.0,376.0
442,2025-09-10T06:09:16+00:00,2025-09-10T07:10:10+00:00,60.9,772,525,254.0,376.0
443,2025-09-10T10:09:23+00:00,2025-09-10T10:17:54+00:00,8.52,123,42,123.0,375.0
444,2025-09-10T10:45:10+00:00,2025-09-10T10:53:22+00:00,8.2,119,39,183.0,375.0
445,2025-09-10T16:03:42+00:00,2025-09-10T16:53:20+00:00,49.63,724,525,251.0,411.0
446,2025-09-11T06:14:52+00:00,2025-09-11T06:21:30+00:00,6.63,95,34,161.0,375.0
447,2025-09-11T06:27:48+00:00,2025-09-11T07:08:39+00:00,40.85,592,498,255.0,411.0
448,2025-09-11T10:04:04+00:00,2025-09-11T10:12:55+00:00,8.85,128,57,190.0,375.0
449,2025-09-11T10:43:48+00:00,2025-09-11T10:46:54+00:00,3.1,43,10,69.0,374.0
450,2025-09-11T10:54:18+00:00,2025-09-11T11:02:58+00:00,8.67,122,63,149.0,375.0
451,2025-09-11T14:53:24+00:00,2025-09-11T15:50:54+00:00,57.5,839,529,235.0,376.0
452,2025-09-12T06:12:21+00:00,2025-09-12T06:54:45+00:00,42.4,617,483,255.0,410.0
453,2025-09-12T10:10:38+00:00,2025-09-12T10:20:37+00:00,9.98,143,41,182.0,375.0
454,2025-09-12T10:54:11+00:00,2025-09-12T12:04:28+00:00,70.28,973,531,222.0,376.0
455,2025-09-15T06:36:03+00:00,2025-09-15T07:02:15+00:00,26.2,363,159,206.0,375.0
456,2025-09-15T08:49:18+00:00,2025-09-15T08:55:17+00:00,5.98,40,0,1.0,360.0
457,2025-09-15T11:25:26+00:00,2025-09-15T11:27:24+00:00,1.97,25,0,1.0,361.0
458,2025-09-15T13:03:40+00:00,2025-09-15T13:03:40+00:00,0.0,1,0,0.0,4.0
459,2025-09-16T11:36:44+00:00,2025-09-16T11:40:30+00:00,3.77,53,11,22.0,374.0
460,2025-09-17T11:07:33+00:00,2025-09-17T11:07:58+00:00,0.42,6,2,19.0,374.0
461,2025-09-17T11:14:28+00:00,2025-09-17T11:15:54+00:00,1.43,18,1,21.0,375.0
462,2025-10-06T16:15:46+00:00,2025-10-06T16:17:18+00:00,1.53,18,2,33.0,318.0
463,2025-10-07T05:52:03+00:00,2025-10-07T05:53:53+00:00,1.83,20,2,19.0,373.0
464,2025-10-13T12:52:27+00:00,2025-10-13T12:53:17+00:00,0.83,7,0,0.0,4.0
465,2025-10-16T09:19:15+00:00,2025-10-16T09:49:52+00:00,30.62,410,275,212.0,377.0
466,2025-10-20T06:20:14+00:00,2025-10-20T07:04:33+00:00,44.32,646,508,255.0,411.0
467,2025-10-20T10:05:51+00:00,2025-10-20T10:16:28+00:00,10.62,153,92,210.0,375.0
468,2025-10-20T10:45:54+00:00,2025-10-20T10:56:25+00:00,10.52,149,56,141.0,375.0
469,2025-10-20T15:11:05+00:00,2025-10-20T15:59:02+00:00,47.95,700,524,250.0,411.0
470,2025-10-21T06:08:42+00:00,2025-10-21T06:16:21+00:00,7.65,110,57,81.0,376.0
471,2025-10-21T06:23:12+00:00,2025-10-21T07:05:35+00:00,42.38,615,525,249.0,384.0
472,2025-10-21T09:53:43+00:00,2025-10-21T10:03:20+00:00,9.62,137,90,209.0,375.0
473,2025-10-21T10:18:36+00:00,2025-10-21T10:46:28+00:00,27.87,288,132,205.0,375.0
474,2025-10-21T11:09:06+00:00,2025-10-21T11:18:26+00:00,9.33,131,64,119.0,375.0
475,2025-10-21T14:07:35+00:00,2025-10-21T15:15:22+00:00,67.78,989,724,243.0,410.0
476,2025-10-22T06:10:28+00:00,2025-10-22T07:15:10+00:00,64.7,894,610,233.0,376.0
477,2025-10-22T10:29:13+00:00,2025-10-22T10:38:48+00:00,9.58,138,70,168.0,375.0
478,2025-10-22T11:05:00+00:00,2025-10-22T11:14:30+00:00,9.5,135,51,217.0,375.0
479,2025-10-22T15:02:55+00:00,2025-10-22T16:00:07+00:00,57.2,835,562,233.0,375.0
480,2025-10-23T06:13:47+00:00,2025-10-23T06:56:31+00:00,42.73,623,505,255.0,411.0
481,2025-10-23T10:15:42+00:00,2025-10-23T10:25:04+00:00,9.37,135,85,197.0,375.0
482,2025-10-23T10:51:17+00:00,2025-10-23T11:00:50+00:00,9.55,138,46,151.0,375.0
483,2025-10-23T15:16:03+00:00,2025-10-23T16:05:41+00:00,49.63,725,530,255.0,376.0
484,2025-10-24T06:31:59+00:00,2025-10-24T07:10:18+00:00,38.32,558,491,251.0,411.0
485,2025-10-24T07:45:34+00:00,2025-10-24T07:48:20+00:00,2.77,39,5,24.0,410.0
486,2025-10-24T10:06:35+00:00,2025-10-24T10:11:35+00:00,5.0,71,36,209.0,410.0
487,2025-10-24T10:33:12+00:00,2025-10-24T10:40:19+00:00,7.12,100,36,137.0,411.0
488,2025-10-24T14:19:41+00:00,2025-10-24T15:14:49+00:00,55.13,803,409,225.0,411.0
489,2025-10-24T15:21:14+00:00,2025-10-24T15:43:02+00:00,21.8,317,159,139.0,411.0
490,2025-10-27T07:12:28+00:00,2025-10-27T08:08:31+00:00,56.05,817,644,255.0,411.0
491,2025-10-27T11:04:07+00:00,2025-10-27T11:11:46+00:00,7.65,109,63,188.0,410.0
492,2025-10-27T11:43:18+00:00,2025-10-27T11:53:50+00:00,10.53,150,47,171.0,411.0
493,2025-10-27T15:34:53+00:00,2025-10-27T16:30:29+00:00,55.6,811,641,250.0,411.0
494,2025-10-28T07:03:48+00:00,2025-10-28T07:55:47+00:00,51.98,726,598,244.0,411.0
495,2025-10-28T10:58:19+00:00,2025-10-28T11:07:32+00:00,9.22,132,57,203.0,375.0
496,2025-10-28T11:35:59+00:00,2025-10-28T11:45:23+00:00,9.4,136,47,205.0,375.0
497,2025-10-28T16:01:03+00:00,2025-10-28T17:01:03+00:00,60.0,877,539,255.0,375.0
498,2025-10-29T07:07:05+00:00,2025-10-29T08:03:05+00:00,56.0,753,529,222.0,411.0
499,2025-10-29T15:25:21+00:00,2025-10-29T17:01:28+00:00,96.12,1336,673,255.0,376.0
500,2025-10-30T07:09:09+00:00,2025-10-30T07:58:21+00:00,49.2,718,502,254.0,376.0
501,2025-10-30T11:14:08+00:00,2025-10-30T11:22:31+00:00,8.38,120,59,185.0,375.0
502,2025-10-30T11:43:37+00:00,2025-10-30T11:53:17+00:00,9.67,137,44,146.0,375.0
503,2025-10-30T15:33:41+00:00,2025-10-30T16:57:45+00:00,84.07,1155,439,248.0,410.0
504,2025-10-30T17:03:31+00:00,2025-10-30T17:16:44+00:00,13.22,191,101,219.0,411.0
505,2025-11-03T07:20:07+00:00,2025-11-03T08:17:19+00:00,57.2,806,584,254.0,411.0
506,2025-11-03T11:13:05+00:00,2025-11-03T11:25:39+00:00,12.57,182,80,197.0,375.0
507,2025-11-03T11:59:16+00:00,2025-11-03T12:09:20+00:00,10.07,144,68,171.0,375.0
508,2025-11-03T16:19:08+00:00,2025-11-03T17:32:55+00:00,73.78,1022,591,251.0,411.0
509,2025-11-04T08:24:34+00:00,2025-11-04T08:33:29+00:00,8.92,96,60,128.0,375.0
510,2025-11-04T08:40:16+00:00,2025-11-04T08:46:02+00:00,5.77,79,35,133.0,410.0
511,2025-11-04T12:31:23+00:00,2025-11-04T12:56:45+00:00,25.37,370,199,176.0,375.0
512,2025-11-04T14:51:30+00:00,2025-11-04T15:18:45+00:00,27.25,398,212,121.0,375.0
513,2025-11-04T16:53:12+00:00,2025-11-04T17:05:17+00:00,12.08,174,64,93.0,375.0
514,2025-11-05T07:00:52+00:00,2025-11-05T07:08:12+00:00,7.33,105,57,185.0,410.0
515,2025-11-05T07:23:17+00:00,2025-11-05T08:04:07+00:00,40.83,592,489,255.0,411.0
516,2025-11-05T16:32:22+00:00,2025-11-05T17:34:16+00:00,61.9,848,561,235.0,411.0
517,2025-11-06T07:00:12+00:00,2025-11-06T08:12:18+00:00,72.1,1010,627,249.0,411.0
518,2025-11-06T11:08:53+00:00,2025-11-06T11:19:36+00:00,10.72,154,72,183.0,375.0
519,2025-11-06T11:53:01+00:00,2025-11-06T12:02:42+00:00,9.68,139,43,163.0,375.0
520,2025-11-06T16:41:33+00:00,2025-11-06T17:55:18+00:00,73.75,1061,580,235.0,411.0
521,2025-11-07T06:54:22+00:00,2025-11-07T07:42:01+00:00,47.65,696,551,255.0,411.0
522,2025-11-07T11:09:50+00:00,2025-11-07T11:18:27+00:00,8.62,123,63,146.0,411.0
523,2025-11-07T12:07:25+00:00,2025-11-07T12:17:46+00:00,10.35,146,69,188.0,375.0
524,2025-11-07T15:23:48+00:00,2025-11-07T16:31:10+00:00,67.37,937,632,244.0,411.0
525,2025-11-10T15:46:42+00:00,2025-11-10T15:48:14+00:00,1.53,18,3,17.0,409.0
526,2025-11-10T15:56:31+00:00,2025-11-10T16:06:58+00:00,10.45,108,0,1.0,10.0
527,2025-11-10T16:12:59+00:00,2025-11-10T16:16:58+00:00,3.98,50,1,19.0,372.0
528,2025-11-10T16:43:15+00:00,2025-11-10T16:52:33+00:00,9.3,130,65,112.0,411.0
529,2025-11-11T06:27:51+00:00,2025-11-11T07:23:24+00:00,55.55,789,543,249.0,411.0
530,2025-11-11T11:10:13+00:00,2025-11-11T11:37:39+00:00,27.43,311,139,232.0,375.0
531,2025-11-11T16:41:37+00:00,2025-11-11T17:35:36+00:00,53.98,788,565,245.0,411.0
532,2025-11-12T06:55:10+00:00,2025-11-12T07:55:48+00:00,60.63,813,548,254.0,411.0
533,2025-11-12T11:12:16+00:00,2025-11-12T11:24:01+00:00,11.75,141,59,201.0,375.0
534,2025-11-12T11:51:24+00:00,2025-11-12T12:08:51+00:00,17.45,252,100,208.0,375.0
535,2025-11-12T12:29:49+00:00,2025-11-12T12:38:31+00:00,8.7,123,42,138.0,375.0
